,type,precision,recall,f1,rval
0,model_segment,0.5861084916880814,0.5886526046372896,0.587372793408709,0.6473469823943816
1,peak_detection,0.5776406954916954,0.5534055994275032,0.5652585053074451,0.6326581207393982
2,wav2vec_model,0.5905038896466738,0.4600752580125595,0.5171883414023875,0.5955210897325889
