,type,precision,recall,f1,rval
0,train,0.9562669030408985,0.8371721889831565,0.8927602796546568,0.8839655911837342
1,valid,0.9518826785954161,0.8389246951804524,0.8918362058376548,0.8849725778407151
2,test,0.9569594651901522,0.8349107480691362,0.8917736096884253,0.8824159120791428
